metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,budget_bp
legacy_sdr,0.05494300082537516,0.04992285406580544,0.060110452965339664,1.0,5500,20,0.012010487596084371,P3,500
legacy_sdr,0.029602393923320963,0.019740792499405656,0.03726366317000181,1.0,5500,20,0.020864519110018718,P3,1000
legacy_sdr,-0.0013484434268408244,-0.01037137829221422,0.006619807317607757,0.3992,5500,20,0.02011967277828351,P3,2000
legacy_sdr,0.05537991857339254,0.05007656858999774,0.06072374202281323,1.0,5500,20,0.012485017129761623,P4,500
legacy_sdr,0.023682485181944976,0.01359954411473245,0.03238114055420213,1.0,5500,20,0.022247480203811742,P4,1000
legacy_sdr,-0.00781239781319331,-0.01497166461020134,-0.0012241933523971036,0.0094,5500,20,0.015950894626967818,P4,2000
legacy_sdr,0.054860671010631315,0.049324531352401536,0.060245903801476514,1.0,5500,20,0.012673049128621765,P5,500
legacy_sdr,0.026250822435255443,0.016656914976071958,0.03413090840731501,1.0,5500,20,0.020629500024238513,P5,1000
legacy_sdr,-0.00518976071439717,-0.012117107974816011,0.0010832637211140484,0.0546,5500,20,0.015162292020769344,P5,2000
legacy_sdr,0.05305700567161477,0.047934238789837956,0.05816549477623448,1.0,5500,20,0.01188954490498953,P6,500
legacy_sdr,0.02795807475047221,0.02046919997312041,0.034270598810542695,1.0,5500,20,0.01610824504131096,P6,1000
legacy_sdr,0.004066020947315942,-0.0006267687881390355,0.008474974435632863,0.9558,5500,20,0.010627624873646964,P6,2000
directional_repair,0.05487309581945408,0.04959472814945219,0.06017460761949272,1.0,5500,20,0.012102880067723249,P3,500
directional_repair,0.035969968049649935,0.03200191788848045,0.040143820902026735,1.0,5500,20,0.009486676779442902,P3,1000
directional_repair,0.010840236490351096,0.00807837049282365,0.013671970653086937,1.0,5500,20,0.0066503354882957826,P3,2000
directional_repair,0.055309355224803035,0.04994524793141104,0.060629608328172095,1.0,5500,20,0.012570178944656887,P4,500
directional_repair,0.03496977879880726,0.031107997538696523,0.03879703271808509,1.0,5500,20,0.009139531682547416,P4,1000
directional_repair,0.008119601168245418,0.005455864945750868,0.010804909225628899,1.0,5500,20,0.006277810806598053,P4,2000
directional_repair,0.05479010766204179,0.04936657604730292,0.06023018537084493,1.0,5500,20,0.01276099638035364,P5,500
directional_repair,0.034945674577170155,0.031240640360941836,0.03864241436213557,1.0,5500,20,0.008781452012204684,P5,1000
directional_repair,0.008618324679944483,0.006008855534883029,0.011231073604442166,1.0,5500,20,0.006105211547289654,P5,2000
directional_repair,0.05298644232302524,0.048171135326390786,0.05820711236085808,1.0,5500,20,0.011970462106444873,P6,500
directional_repair,0.03410413320526737,0.03017349725500051,0.03800610666263638,1.0,5500,20,0.009016834430291042,P6,1000
directional_repair,0.013411451026377788,0.011786509444998932,0.015196340872214446,1.0,5500,20,0.004004628946665047,P6,2000
same_side_residual,-0.05487309581945408,-0.06000302585106267,-0.04982556566842798,0.0,5500,20,0.012102880067723247,P3,500
same_side_residual,-0.03596996804964994,-0.040134477178536326,-0.03202721566330456,0.0,5500,20,0.009486676779442902,P3,1000
same_side_residual,-0.010840236490351096,-0.013739416365994458,-0.008041304640711951,0.0,5500,20,0.006650335488295783,P3,2000
same_side_residual,-0.055309355224803035,-0.060887508070136806,-0.04998574336287056,0.0,5500,20,0.012570178944656887,P4,500
same_side_residual,-0.03496977879880726,-0.038950792342311066,-0.031040702294858283,0.0,5500,20,0.009139531682547414,P4,1000
same_side_residual,-0.00811960116824542,-0.010778821520493042,-0.005567769147105102,0.0,5500,20,0.006277810806598053,P4,2000
same_side_residual,-0.05479010766204179,-0.060128686296059886,-0.04953602510818223,0.0,5500,20,0.01276099638035364,P5,500
same_side_residual,-0.034945674577170155,-0.038681593026683295,-0.03125178560813664,0.0,5500,20,0.008781452012204684,P5,1000
same_side_residual,-0.008618324679944481,-0.011262380428786616,-0.006056587617576432,0.0,5500,20,0.006105211547289655,P5,2000
same_side_residual,-0.05298644232302524,-0.05813475194019367,-0.048141742582364117,0.0,5500,20,0.011970462106444873,P6,500
same_side_residual,-0.03410413320526737,-0.038017669593283475,-0.03036501177928034,0.0,5500,20,0.009016834430291042,P6,1000
same_side_residual,-0.01341145102637779,-0.015270665748441542,-0.011850635080876429,0.0,5500,20,0.004004628946665046,P6,2000
overcorrection,-6.346958656661223e-05,-0.00021657053152390962,5.852091629605333e-05,0.1838,5500,20,0.00032115181393509417,P3,500
overcorrection,0.006377060026116717,0.0012778265541986522,0.013319352335209056,1.0,5500,20,0.014603260174853494,P3,1000
overcorrection,0.012171073328692696,0.005487125188641168,0.020284119154502338,1.0,5500,20,0.01728471396561326,P3,2000
overcorrection,-6.412792923503193e-05,-0.00021534948346050399,5.628487482145173e-05,0.1714,5500,20,0.00032087806564795834,P4,500
overcorrection,0.01129677951665002,0.005410737748056804,0.018640234545149664,1.0,5500,20,0.015526383988973495,P4,1000
overcorrection,0.015914392392939503,0.010325969157396564,0.02259738351923817,1.0,5500,20,0.014572939057516795,P4,2000
overcorrection,-6.412792923503194e-05,-0.0002159740224264198,5.652485918690464e-05,0.1766,5500,20,0.00032087806564795845,P5,500
overcorrection,0.00870433804170245,0.003702628925322824,0.01544790965680472,1.0,5500,20,0.014072301281548398,P5,1000
overcorrection,0.013790478805842424,0.008621781772824803,0.020173812314908245,1.0,5500,20,0.013351243991853218,P5,2000
overcorrection,-6.412792923503193e-05,-0.0002206227836961964,6.033540201247162e-05,0.1818,5500,20,0.0003208780656479584,P6,500
overcorrection,0.006155544354582888,0.0027665907530251594,0.010730381841854169,1.0,5500,20,0.009181964614249371,P6,1000
overcorrection,0.009327823490562617,0.0059760881292618955,0.01341680054523176,1.0,5500,20,0.00863041866598799,P6,2000
introduced_distortion,-6.4354193544918415e-06,-1.668677177167736e-05,2.2555467611055775e-06,0.0846,5500,20,2.2202747994001812e-05,P3,500
introduced_distortion,-9.485899787732348e-06,-2.1676314913232793e-05,8.590050719749153e-07,0.0356,5500,20,2.5722997557227647e-05,P3,1000
introduced_distortion,1.7606588499229207e-05,7.323213938944594e-07,3.9528695975455054e-05,0.982,5500,20,4.627009764830772e-05,P3,2000
introduced_distortion,-6.435419354491833e-06,-1.680008036947833e-05,2.1159969618156826e-06,0.0778,5500,20,2.2202747994001812e-05,P4,500
introduced_distortion,-9.485899787732339e-06,-2.0670940856794397e-05,7.409651623912426e-07,0.039,5500,20,2.572299755722765e-05,P4,1000
introduced_distortion,1.76065884992292e-05,1.856839415857724e-07,3.8737174543165496e-05,0.9772,5500,20,4.627009764830772e-05,P4,2000
introduced_distortion,-6.435419354491833e-06,-1.667494207454601e-05,2.17217827022282e-06,0.0834,5500,20,2.2202747994001812e-05,P5,500
introduced_distortion,-9.485899787732339e-06,-2.13049474885617e-05,7.858272870532324e-07,0.0352,5500,20,2.572299755722765e-05,P5,1000
introduced_distortion,1.76065884992292e-05,2.3576736086965154e-07,4.0216947397386916e-05,0.9794,5500,20,4.627009764830772e-05,P5,2000
introduced_distortion,-6.435419354491835e-06,-1.707278726615922e-05,2.217344871849808e-06,0.0834,5500,20,2.2202747994001815e-05,P6,500
introduced_distortion,-9.485899787732344e-06,-2.1183886505869815e-05,7.191542072692523e-07,0.0368,5500,20,2.5722997557227644e-05,P6,1000
introduced_distortion,1.76065884992292e-05,4.702226506175307e-07,3.8541208304678915e-05,0.9784,5500,20,4.627009764830772e-05,P6,2000
introduced_distortion_zero_opp,-0.0012696619358658514,-0.0026664667645455438,0.0001056698664515355,0.0344,30,14,0.002745191732015431,P3,500
introduced_distortion_zero_opp,-0.0013012766694117117,-0.00361224346096317,0.0009067461159530699,0.1322,30,14,0.0045122353911070615,P3,1000
introduced_distortion_zero_opp,0.004094700665689224,0.00014553065770892348,0.009577070177090365,0.9822,30,14,0.009655768031139465,P3,2000
introduced_distortion_zero_opp,-0.0012696619358658504,-0.0026381307418798365,0.00010210875297356644,0.0316,30,14,0.002745191732015431,P4,500
introduced_distortion_zero_opp,-0.0013012766694117106,-0.0036275131446367338,0.000866068509092638,0.137,30,14,0.004512235391107062,P4,1000
introduced_distortion_zero_opp,0.004094700665689223,0.00011072113562962098,0.009654776946953818,0.98,30,14,0.009655768031139466,P4,2000
introduced_distortion_zero_opp,-0.0012696619358658504,-0.002676018489527277,8.721019977072426e-05,0.0338,30,14,0.002745191732015431,P5,500
introduced_distortion_zero_opp,-0.0013012766694117106,-0.0035882005557551816,0.0009992444391223037,0.1406,30,14,0.004512235391107062,P5,1000
introduced_distortion_zero_opp,0.004094700665689223,4.671734967739068e-05,0.009723912294169773,0.9768,30,14,0.009655768031139466,P5,2000
introduced_distortion_zero_opp,-0.0012696619358658504,-0.002671794951021943,8.035970171562017e-05,0.0364,30,14,0.002745191732015431,P6,500
introduced_distortion_zero_opp,-0.001301276669411711,-0.0036192337910825236,0.0008571469525206791,0.1264,30,14,0.004512235391107062,P6,1000
introduced_distortion_zero_opp,0.004094700665689223,0.00016553637396626118,0.009834550194251302,0.9818,30,14,0.009655768031139466,P6,2000
leak_recall,0.18216893939393936,0.1765573674242424,0.1872702840909091,1.0,5500,20,0.012325489126392648,P3,500
leak_recall,0.13572765151515148,0.12692437499999998,0.14457728219696972,1.0,5500,20,0.020581924172615305,P3,1000
leak_recall,0.08138939393939396,0.07544156249999999,0.08747172348484848,1.0,5500,20,0.014135575439871111,P3,2000
leak_recall,0.18653257575757573,0.18084354166666666,0.1919018087121212,1.0,5500,20,0.013290400035232781,P4,500
leak_recall,0.1339397727272727,0.12490377840909091,0.14342815340909087,1.0,5500,20,0.021901574453194655,P4,1000
leak_recall,0.07024545454545454,0.06274428977272728,0.07769114583333334,1.0,5500,20,0.01758869268416013,P4,2000
leak_recall,0.18200984848484847,0.1751866571969697,0.18834442234848484,1.0,5500,20,0.015445959967092106,P5,500
leak_recall,0.13325795454545455,0.12461996212121211,0.14232392045454548,1.0,5500,20,0.020243352608828,P5,1000
leak_recall,0.07476060606060606,0.06791931818181818,0.08158847537878788,1.0,5500,20,0.01624233337622468,P5,2000
leak_recall,0.17862348484848484,0.17379701704545455,0.18365732954545452,1.0,5500,20,0.011388918738637182,P6,500
leak_recall,0.13361401515151514,0.12633977272727273,0.14082263257575756,1.0,5500,20,0.016842685942526827,P6,1000
leak_recall,0.09217727272727275,0.08670089962121211,0.09777086174242425,1.0,5500,20,0.013344167294475484,P6,2000
deletion_precision,0.05106363636363635,0.04621795454545454,0.056118295454545455,1.0,5500,20,0.011673799679456037,P3,500
deletion_precision,0.018942229437229435,0.007095571969696967,0.03139959595959596,0.9994,5500,20,0.028957820759646053,P3,1000
deletion_precision,0.0029716607634789464,-0.002250251377410469,0.008512843959071233,0.8592,5500,20,0.012688831258792482,P3,2000
deletion_precision,0.05079090909090909,0.045636363636363635,0.05601840909090909,1.0,5500,20,0.01209082275034827,P4,500
deletion_precision,0.012237178932178926,-0.0003260788239538263,0.025986901154401148,0.9708,5500,20,0.031499233751845934,P4,1000
deletion_precision,-0.010943490751672568,-0.01701687308146399,-0.004573082988980723,0.0002,5500,20,0.014794487725210996,P4,2000
deletion_precision,0.049699999999999994,0.04413624999999999,0.05540909090909092,1.0,5500,20,0.01312737809603963,P5,500
deletion_precision,0.013691724386724386,0.0013889938672438655,0.02708528246753246,0.9854,5500,20,0.03022431232084686,P5,1000
deletion_precision,-0.005716218024399843,-0.011602831513183786,0.0003715228256591876,0.0314,5500,20,0.013827135971590613,P5,2000
deletion_precision,0.05224545454545454,0.047767840909090906,0.05707284090909089,1.0,5500,20,0.010861102585340544,P6,500
deletion_precision,0.02512404761904762,0.014757395021645022,0.036326651875901866,1.0,5500,20,0.024798672015411277,P6,1000
deletion_precision,0.019931715859897677,0.014758555489964577,0.02544148784927194,1.0,5500,20,0.01260515829633036,P6,2000
legit_retention,0.0020439688791600522,0.0006400861922391264,0.0033315163199545542,0.997,5500,20,0.0032050595170463538,P3,500
legit_retention,-0.0091416929981783,-0.010440820867367934,-0.007830974514456135,0.0,5500,20,0.0030468731358909156,P3,1000
legit_retention,-0.02376322163130986,-0.02500263723923135,-0.022515286157959682,0.0,5500,20,0.0029016632251877917,P3,2000
legit_retention,0.0019833628185539917,0.0005574056354184945,0.0033658228678184543,0.9974,5500,20,0.003311785806490724,P4,500
legit_retention,-0.01014699602848133,-0.011522171539979637,-0.008841464840674036,0.0,5500,20,0.003144193244409907,P4,1000
legit_retention,-0.02779428223737047,-0.028938855479569443,-0.02653622439374351,0.0,5500,20,0.0027487756431851165,P4,2000
legit_retention,0.0019454840306752038,0.00048232739319503144,0.0033275816649037233,0.9964,5500,20,0.003369163236279932,P5,500
legit_retention,-0.009804571786057086,-0.011121483435437124,-0.008460569753408358,0.0,5500,20,0.0031393389731625603,P5,1000
legit_retention,-0.026335191328279557,-0.027392412342804245,-0.025211938840448762,0.0,5500,20,0.002521740361191013,P5,2000
legit_retention,0.0022106355458267187,0.0008944442996953945,0.0034399586724549965,0.9996,5500,20,0.002948653995997143,P6,500
legit_retention,-0.00783942027090557,-0.0088845280582163,-0.006762338086300954,0.0,5500,20,0.0025025839606620023,P6,1000
legit_retention,-0.0186995852676735,-0.019885142093690623,-0.01750652435481185,0.0,5500,20,0.0027435586514558395,P6,2000
semantic_group_recall_full,0.22702727272727277,0.22167250000000002,0.2319456818181818,1.0,5500,20,0.012155763753524168,P3,500
semantic_group_recall_full,0.20068181818181818,0.1932088636363636,0.20840045454545453,1.0,5500,20,0.017752037664316732,P3,1000
semantic_group_recall_full,0.1440090909090909,0.1376,0.15030045454545454,1.0,5500,20,0.014883333451046848,P3,2000
semantic_group_recall_full,0.23284545454545458,0.22679977272727275,0.23804613636363633,1.0,5500,20,0.012949162820307974,P4,500
semantic_group_recall_full,0.19886363636363638,0.19073613636363637,0.20764613636363635,1.0,5500,20,0.01957103033465935,P4,1000
semantic_group_recall_full,0.13637272727272728,0.12839068181818183,0.1439184090909091,1.0,5500,20,0.018385412736158627,P4,2000
semantic_group_recall_full,0.22757272727272726,0.22036363636363637,0.23425454545454544,1.0,5500,20,0.01596366851584211,P5,500
semantic_group_recall_full,0.1981363636363636,0.19062727272727273,0.20591863636363636,1.0,5500,20,0.017729480907740593,P5,1000
semantic_group_recall_full,0.1409181818181818,0.13324522727272728,0.14809204545454546,1.0,5500,20,0.01755121505951214,P5,2000
semantic_group_recall_full,0.22284545454545457,0.2182813636363636,0.2276911363636364,1.0,5500,20,0.01101894844712429,P6,500
semantic_group_recall_full,0.19268181818181818,0.18664522727272725,0.19936386363636363,1.0,5500,20,0.015030417180715884,P6,1000
semantic_group_recall_full,0.1432818181818182,0.1385268181818182,0.1481727272727273,1.0,5500,20,0.0112175645220343,P6,2000
semantic_group_recall_any,0.05732727272727271,0.05264499999999999,0.061809318181818174,1.0,5500,20,0.010918034611312364,P3,500
semantic_group_recall_any,0.09602727272727271,0.0915815909090909,0.10039113636363635,1.0,5500,20,0.010522210813330721,P3,1000
semantic_group_recall_any,0.13532727272727274,0.13049977272727273,0.13994568181818184,1.0,5500,20,0.01089043061149885,P3,2000
semantic_group_recall_any,0.057145454545454534,0.05241795454545455,0.061572727272727265,1.0,5500,20,0.010974619777097001,P4,500
semantic_group_recall_any,0.09493636363636362,0.09036340909090908,0.0997090909090909,1.0,5500,20,0.010889180394950355,P4,1000
