run_id,dataset_index,mechanism,strength,seed,strategy,budget,status,failure_reason,n_quarantined,leak_recall,legit_retention,residual_harm,oracle_regret,pre_removal_full_auc,post_removal_auc,removed_count,removed_leak_count,removed_legit_count,mask_hash
5f43722159577a7cd993,0,M06,S3,13,no_removal,0.0,SUCCESS,,0,0.0,1.0,0.0,0.0,0.999896,0.999896,0,0,0,cc8cd41cef907c4d216069122c4b89936211361f9050a717a1e37ad1862e952f
ab6c45896c214f58cd78,0,M06,S3,13,oracle,0.0,SUCCESS,,4,1.0,1.0,-0.310104,0.310104,0.999896,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
4c90fa3bf0c89a775f0a,0,M06,S3,13,field_budget,0.05,SUCCESS,,1,0.25,1.0,-0.002812,0.002812,0.999896,0.997083,1,1,0,e05c87c22d9e85f77fc6330da1cb3230fd41df772ad0c17bac06c5d7f8c7f574
321682f14d6ff6de6847,0,M06,S3,13,field_budget,0.1,SUCCESS,,2,0.5,1.0,-0.026146,0.026146,0.999896,0.97375,2,2,0,106343421449959baae061338df80ed926918f37bfea7617a613a460c813a1de
a69267b49ee80392e767,0,M06,S3,13,field_budget,0.2,SUCCESS,,4,1.0,1.0,-0.310104,0.310104,0.999896,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
437183b67556c3050d01,0,M06,S3,13,group_budget,0.05,SUCCESS,,1,0.25,1.0,-0.002812,0.002812,0.999896,0.997083,1,1,0,e05c87c22d9e85f77fc6330da1cb3230fd41df772ad0c17bac06c5d7f8c7f574
53da411149b3353ec852,0,M06,S3,13,group_budget,0.1,SUCCESS,,1,0.25,1.0,-0.002812,0.002812,0.999896,0.997083,1,1,0,e05c87c22d9e85f77fc6330da1cb3230fd41df772ad0c17bac06c5d7f8c7f574
7d1f67c1ae2ab8cc063d,0,M06,S3,13,group_budget,0.2,SUCCESS,,1,0.25,1.0,-0.002812,0.002812,0.999896,0.997083,1,1,0,e05c87c22d9e85f77fc6330da1cb3230fd41df772ad0c17bac06c5d7f8c7f574
6e7af37b449b93d7ed27,0,M06,S3,13,lifecycle,0.05,SUCCESS,,4,1.0,1.0,-0.310104,0.310104,0.999896,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
5e2d5249f8bb35d72f11,0,M06,S3,13,lifecycle,0.1,SUCCESS,,4,1.0,1.0,-0.310104,0.310104,0.999896,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
4619e049ea025fc32f4b,0,M06,S3,13,lifecycle,0.2,SUCCESS,,4,1.0,1.0,-0.310104,0.310104,0.999896,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
368aad57adef51536d21,0,M06,S3,13,graph_cut,0.05,SUCCESS,,0,nan,nan,0.0,0.0,0.999896,0.999896,0,0,0,cc8cd41cef907c4d216069122c4b89936211361f9050a717a1e37ad1862e952f
0a0ccf0370c7c2a91166,0,M06,S3,13,graph_cut,0.1,SUCCESS,,0,nan,nan,0.0,0.0,0.999896,0.999896,0,0,0,cc8cd41cef907c4d216069122c4b89936211361f9050a717a1e37ad1862e952f
c528eb5e5059777f6af6,0,M06,S3,13,graph_cut,0.2,SUCCESS,,0,nan,nan,0.0,0.0,0.999896,0.999896,0,0,0,cc8cd41cef907c4d216069122c4b89936211361f9050a717a1e37ad1862e952f
ae8a4e9b2ca4d7df14fc,0,M06,S3,42,no_removal,0.0,SUCCESS,,0,0.0,1.0,0.0,0.0,0.999271,0.999271,0,0,0,cc8cd41cef907c4d216069122c4b89936211361f9050a717a1e37ad1862e952f
89d6df5ea3449c68fab4,0,M06,S3,42,oracle,0.0,SUCCESS,,4,1.0,1.0,-0.309479,0.309479,0.999271,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
a14503ab2ec0e06b92cc,0,M06,S3,42,field_budget,0.05,SUCCESS,,1,0.25,1.0,-0.009792,0.009792,0.999271,0.989479,1,1,0,e05c87c22d9e85f77fc6330da1cb3230fd41df772ad0c17bac06c5d7f8c7f574
6ae21de0a5f7e7d62cdf,0,M06,S3,42,field_budget,0.1,SUCCESS,,2,0.5,1.0,-0.041146,0.041146,0.999271,0.958125,2,2,0,106343421449959baae061338df80ed926918f37bfea7617a613a460c813a1de
c76bf19c798c4cdc9f29,0,M06,S3,42,field_budget,0.2,SUCCESS,,4,1.0,1.0,-0.309479,0.309479,0.999271,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
f20d06fd0f14f9149305,0,M06,S3,42,group_budget,0.05,SUCCESS,,1,0.25,1.0,-0.009792,0.009792,0.999271,0.989479,1,1,0,e05c87c22d9e85f77fc6330da1cb3230fd41df772ad0c17bac06c5d7f8c7f574
be7f481fc28e8a86a0b0,0,M06,S3,42,group_budget,0.1,SUCCESS,,1,0.25,1.0,-0.009792,0.009792,0.999271,0.989479,1,1,0,e05c87c22d9e85f77fc6330da1cb3230fd41df772ad0c17bac06c5d7f8c7f574
b5cdf8f2f1b065240e42,0,M06,S3,42,group_budget,0.2,SUCCESS,,1,0.25,1.0,-0.009792,0.009792,0.999271,0.989479,1,1,0,e05c87c22d9e85f77fc6330da1cb3230fd41df772ad0c17bac06c5d7f8c7f574
6ecb983fd2aee5eaece8,0,M06,S3,42,lifecycle,0.05,SUCCESS,,4,1.0,1.0,-0.309479,0.309479,0.999271,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
7bd1426976fa3ff2aeaf,0,M06,S3,42,lifecycle,0.1,SUCCESS,,4,1.0,1.0,-0.309479,0.309479,0.999271,0.689792,4,4,0,4b0ebea5afb86afbadf12eedc5c56e680f4946e61efe94ad358b6ff89ea5fec7
