run_id,intervention,dataset_index,mechanism,strength,seed,model,status,failure_reason,strict_auc,full_auc,paired_harm,best_epoch_strict,best_epoch_full,device,runtime_sec,retrieval_strict_k1_purity,retrieval_full_k1_purity,retrieval_strict_k5_purity,retrieval_full_k5_purity,neighbor_overlap_k5,strict_proba_hash,full_proba_hash
907c871a96b4d42e111d,I2_permuted,0,M04,S1,13,tabm,SUCCESS,,0.7028125,0.6792708333333334,-0.023541666666666572,6,8,cuda,6.4,,,,,,469d90d6eace3605d33dacd130f49962ab5fc8c04485d80573ab69196ff4292f,6016f3ebb773a57a5f19369bce3ec7c3eb63456c249aa23944834ac50b0fa273
117fdfcd308217c7d165,I2_permuted,0,M04,S1,13,modernnca,SUCCESS,,0.5879166666666666,0.6468749999999999,0.058958333333333224,26,0,cuda,7.7,0.545,0.57,0.574,0.57,,be00df1428c6dad0d77856ff5be9658702aa21e57d42c09d595e75f23089b33b,f33f4578f01dd1792958b476419df5c341d1544309020943db63e3e7a703ac36
9c90ade55043fc98b74e,I2_permuted,0,M04,S1,13,tabr,SUCCESS,,0.6784375,0.5960416666666667,-0.08239583333333333,12,5,cuda,19.8,,,,,,1beca2a545cd373266675baf9c9eca7cd0a0eb8c85aacf6e9f744a57dbb32fd8,d4d362983b58b1dab933b034084abd803748d9dca04f4aadb933deadfe398031
2ffc9c61d52bcf855f8d,I4_contam_only,0,M04,S1,13,tabm,SUCCESS,,0.5136458333333334,0.5136458333333334,0.0,1,1,cuda,23.4,,,,,,a52dcecf60a1c4198b35c6b5dd0ef6ca38a74050e1d4c1ab1ea3e135b800d292,a52dcecf60a1c4198b35c6b5dd0ef6ca38a74050e1d4c1ab1ea3e135b800d292
2acbe0b3aebeaffbbb3c,I4_contam_only,0,M04,S1,13,modernnca,SUCCESS,,0.5171875,0.5171875,0.0,49,49,cuda,24.4,0.51,0.51,0.539,0.539,,c3fdbead08950c7de651b163bbeb2a7e7ab2ba423f465e5b73ed72fd372b183d,c3fdbead08950c7de651b163bbeb2a7e7ab2ba423f465e5b73ed72fd372b183d
df3fd807e669a473c5d2,I4_contam_only,0,M04,S1,13,tabr,SUCCESS,,0.5148958333333333,0.5148958333333333,0.0,49,49,cuda,33.0,,,,,,8b0ac82775b3b364a7051a6d011bb10f27bc477501c1b027dfd038c40068a1a1,8b0ac82775b3b364a7051a6d011bb10f27bc477501c1b027dfd038c40068a1a1
0ef1eec9873cabe87909,O1_fixed_epoch,0,M04,S1,13,tabm,SUCCESS,,0.7028125,0.6766666666666666,-0.026145833333333313,6,9,cuda,36.5,,,,,,469d90d6eace3605d33dacd130f49962ab5fc8c04485d80573ab69196ff4292f,bd413820af8f22477b208c9b19287fd1035c3adf19e20463c66c615368cb3051
64f890a146bad7a88be3,O1_fixed_epoch,0,M04,S1,13,modernnca,SUCCESS,,0.5879166666666666,0.6308333333333334,0.042916666666666714,26,15,cuda,37.6,0.545,0.58,0.574,0.58,,be00df1428c6dad0d77856ff5be9658702aa21e57d42c09d595e75f23089b33b,9f9c1aadb8b9302f7d183501d52f44b3109d2460ffeb6d0523aee3108d6e8ab9
de6cf58a2f37b1e07e07,O1_fixed_epoch,0,M04,S1,13,tabr,SUCCESS,,0.6784375,0.6403125,-0.038125000000000075,12,14,cuda,47.9,,,,,,1beca2a545cd373266675baf9c9eca7cd0a0eb8c85aacf6e9f744a57dbb32fd8,4e740fd626142e0b2626e2b408cfc0d6212c5a427c869178f934afb403cf3726
12d8458c9a29af17dfc6,I2_permuted,0,M04,S1,42,tabm,SUCCESS,,0.6636458333333333,0.6634375,-0.00020833333333325488,4,4,cuda,51.4,,,,,,eebbbfab566dd492b971d7aa9e2431a63338fe7e62b6fcf14522e08dc149ee59,2d1d6afb9a91452184bc3b5aa6631c548f3989a8b4166d5f94a1b0930ef598a1
