ds,mech,str,model,seed,clean_auc,full_auc,inflation,runtime
ds_0,M01,S1,TabM,13,0.9467418546365916,0.9548872180451127,0.008145363408521122,3.0635650157928467
ds_0,M01,S1,TabM,42,0.924812030075188,0.9561403508771931,0.031328320802005094,1.052999496459961
ds_0,M01,S1,TabM,2026,0.9517543859649122,0.9511278195488723,-0.0006265664160399753,1.019000768661499
ds_0,M01,S1,ModernNCA,13,0.8248746867167921,0.8280075187969925,0.0031328320802004317,0.13480734825134277
ds_0,M01,S1,ModernNCA,42,0.8248746867167921,0.8280075187969925,0.0031328320802004317,0.09165024757385254
ds_0,M01,S1,ModernNCA,2026,0.8248746867167921,0.8280075187969925,0.0031328320802004317,0.09417462348937988
ds_0,M01,S1,TabR,13,0.9223057644110276,1.0,0.07769423558897237,0.06235790252685547
ds_0,M01,S1,TabR,42,0.9223057644110276,1.0,0.07769423558897237,0.06042289733886719
ds_0,M01,S1,TabR,2026,0.9223057644110276,1.0,0.07769423558897237,0.06205010414123535
ds_0,M01,S1,TabPFNv2,13,0.5,0.5,0.0,0.0020008087158203125
ds_0,M01,S1,TabPFNv2,42,0.5,0.5,0.0,0.0
ds_0,M01,S1,TabPFNv2,2026,0.5,0.5,0.0,0.0009996891021728516
ds_0,M01,S1,TabICL,13,0.8665413533834587,0.8753132832080202,0.00877192982456143,4.422794818878174
ds_0,M01,S1,TabICL,42,0.8696741854636592,0.862155388471178,-0.007518796992481147,0.0319981575012207
ds_0,M01,S1,TabICL,2026,0.8991228070175439,0.8677944862155388,-0.031328320802005094,0.03500080108642578
ds_0,M01,S3,TabM,13,0.9467418546365916,0.9912280701754386,0.04448621553884702,1.0699982643127441
ds_0,M01,S3,TabM,42,0.924812030075188,0.9799498746867168,0.05513784461152882,1.0420160293579102
ds_0,M01,S3,TabM,2026,0.9517543859649122,0.9711779448621554,0.01942355889724312,1.0319998264312744
ds_0,M01,S3,ModernNCA,13,0.8248746867167921,0.9796365914786966,0.15476190476190455,0.10508084297180176
ds_0,M01,S3,ModernNCA,42,0.8248746867167921,0.9796365914786966,0.15476190476190455,0.10900068283081055
ds_0,M01,S3,ModernNCA,2026,0.8248746867167921,0.9796365914786966,0.15476190476190455,0.0928201675415039
ds_0,M01,S3,TabR,13,0.9223057644110276,1.0,0.07769423558897237,0.06215715408325195
ds_0,M01,S3,TabR,42,0.9223057644110276,1.0,0.07769423558897237,0.06228232383728027
ds_0,M01,S3,TabR,2026,0.9223057644110276,1.0,0.07769423558897237,0.062113285064697266
ds_0,M01,S3,TabPFNv2,13,0.5,0.5,0.0,0.000997304916381836
ds_0,M01,S3,TabPFNv2,42,0.5,0.5,0.0,0.0
ds_0,M01,S3,TabPFNv2,2026,0.5,0.5,0.0,0.00099945068359375
ds_0,M01,S3,TabICL,13,0.8665413533834587,0.9085213032581454,0.04197994987468667,0.032000064849853516
ds_0,M01,S3,TabICL,42,0.8696741854636592,0.9082080200501252,0.03853383458646609,0.033000946044921875
ds_0,M01,S3,TabICL,2026,0.8991228070175439,0.8471177944862155,-0.05200501253132839,0.031998634338378906
ds_0,M01,S5,TabM,13,0.9467418546365916,1.0,0.05325814536340845,1.0920007228851318
ds_0,M01,S5,TabM,42,0.924812030075188,0.9987468671679197,0.07393483709273174,1.0539989471435547
ds_0,M01,S5,TabM,2026,0.9517543859649122,0.9943609022556391,0.04260651629072687,1.1150002479553223
ds_0,M01,S5,ModernNCA,13,0.8248746867167921,1.0,0.1751253132832079,0.0887444019317627
ds_0,M01,S5,ModernNCA,42,0.8248746867167921,1.0,0.1751253132832079,0.09220075607299805
ds_0,M01,S5,ModernNCA,2026,0.8248746867167921,1.0,0.1751253132832079,0.07901215553283691
ds_0,M01,S5,TabR,13,0.9223057644110276,1.0,0.07769423558897237,0.06094622611999512
ds_0,M01,S5,TabR,42,0.9223057644110276,1.0,0.07769423558897237,0.06160783767700195
ds_0,M01,S5,TabR,2026,0.9223057644110276,1.0,0.07769423558897237,0.06295108795166016
ds_0,M01,S5,TabPFNv2,13,0.5,0.5,0.0,0.0010004043579101562
ds_0,M01,S5,TabPFNv2,42,0.5,0.5,0.0,0.0
ds_0,M01,S5,TabPFNv2,2026,0.5,0.5,0.0,0.0009989738464355469
ds_0,M01,S5,TabICL,13,0.8665413533834587,0.9398496240601504,0.07330827067669166,0.03199958801269531
ds_0,M01,S5,TabICL,42,0.8696741854636592,0.9517543859649122,0.08208020050125309,0.032000064849853516
ds_0,M01,S5,TabICL,2026,0.8991228070175439,0.956140350877193,0.05701754385964908,0.034000396728515625
ds_0,M02,S1,TabM,13,0.9809523809523808,0.9847619047619047,0.003809523809523929,1.0099995136260986
ds_0,M02,S1,TabM,42,0.9403174603174602,0.9771428571428571,0.03682539682539687,1.0250005722045898
ds_0,M02,S1,TabM,2026,0.9587301587301587,0.9644444444444444,0.005714285714285783,1.030000925064087
ds_0,M02,S1,ModernNCA,13,0.9377777777777777,0.9460317460317461,0.008253968253968402,0.10635685920715332
ds_0,M02,S1,ModernNCA,42,0.9377777777777777,0.9460317460317461,0.008253968253968402,0.09464597702026367
ds_0,M02,S1,ModernNCA,2026,0.9377777777777777,0.9460317460317461,0.008253968253968402,0.09430932998657227
ds_0,M02,S1,TabR,13,0.886984126984127,1.0,0.11301587301587301,0.06314873695373535
ds_0,M02,S1,TabR,42,0.886984126984127,1.0,0.11301587301587301,0.06086277961730957
ds_0,M02,S1,TabR,2026,0.886984126984127,1.0,0.11301587301587301,0.06176590919494629
ds_0,M02,S1,TabPFNv2,13,0.5,0.5,0.0,0.002000093460083008
ds_0,M02,S1,TabPFNv2,42,0.5,0.5,0.0,0.0009999275207519531
ds_0,M02,S1,TabPFNv2,2026,0.5,0.5,0.0,0.0
ds_0,M02,S1,TabICL,13,0.8031746031746032,0.8120634920634922,0.008888888888888946,0.032540321350097656
ds_0,M02,S1,TabICL,42,0.7780952380952382,0.7780952380952382,0.0,0.03300023078918457
ds_0,M02,S1,TabICL,2026,0.806031746031746,0.8076190476190477,0.0015873015873016927,0.031999826431274414
ds_0,M02,S3,TabM,13,0.9809523809523808,0.9987301587301588,0.017777777777778003,0.9350290298461914
ds_0,M02,S3,TabM,42,0.9403174603174602,0.9923809523809524,0.052063492063492145,0.9690942764282227
ds_0,M02,S3,TabM,2026,0.9587301587301587,0.9765079365079364,0.01777777777777778,0.9549999237060547
ds_0,M02,S3,ModernNCA,13,0.9377777777777777,0.9974603174603175,0.05968253968253978,0.09808087348937988
ds_0,M02,S3,ModernNCA,42,0.9377777777777777,0.9974603174603175,0.05968253968253978,0.09578871726989746
ds_0,M02,S3,ModernNCA,2026,0.9377777777777777,0.9974603174603175,0.05968253968253978,0.0937347412109375
ds_0,M02,S3,TabR,13,0.886984126984127,1.0,0.11301587301587301,0.06174731254577637
ds_0,M02,S3,TabR,42,0.886984126984127,1.0,0.11301587301587301,0.0605776309967041
ds_0,M02,S3,TabR,2026,0.886984126984127,1.0,0.11301587301587301,0.06310391426086426
ds_0,M02,S3,TabPFNv2,13,0.5,0.5,0.0,0.001001596450805664
ds_0,M02,S3,TabPFNv2,42,0.5,0.5,0.0,0.0009975433349609375
ds_0,M02,S3,TabPFNv2,2026,0.5,0.5,0.0,0.0
ds_0,M02,S3,TabICL,13,0.8031746031746032,0.8933333333333333,0.0901587301587301,0.03199887275695801
ds_0,M02,S3,TabICL,42,0.7780952380952382,0.8419047619047619,0.06380952380952376,0.03200054168701172
ds_0,M02,S3,TabICL,2026,0.806031746031746,0.8736507936507937,0.06761904761904769,0.032000064849853516
ds_0,M02,S5,TabM,13,0.9809523809523808,1.0,0.019047619047619202,0.9410014152526855
ds_0,M02,S5,TabM,42,0.9403174603174602,1.0,0.05968253968253978,0.9919986724853516
ds_0,M02,S5,TabM,2026,0.9587301587301587,0.9987301587301588,0.04000000000000015,0.9809999465942383
ds_0,M02,S5,ModernNCA,13,0.9377777777777777,1.0,0.06222222222222229,0.09244060516357422
ds_0,M02,S5,ModernNCA,42,0.9377777777777777,1.0,0.06222222222222229,0.07793116569519043
ds_0,M02,S5,ModernNCA,2026,0.9377777777777777,1.0,0.06222222222222229,0.09352517127990723
ds_0,M02,S5,TabR,13,0.886984126984127,1.0,0.11301587301587301,0.06077432632446289
ds_0,M02,S5,TabR,42,0.886984126984127,1.0,0.11301587301587301,0.06122756004333496
ds_0,M02,S5,TabR,2026,0.886984126984127,1.0,0.11301587301587301,0.06314492225646973
ds_0,M02,S5,TabPFNv2,13,0.5,0.5,0.0,0.0009982585906982422
ds_0,M02,S5,TabPFNv2,42,0.5,0.5,0.0,0.0009984970092773438
ds_0,M02,S5,TabPFNv2,2026,0.5,0.5,0.0,0.0009992122650146484
ds_0,M02,S5,TabICL,13,0.8031746031746032,0.9346031746031747,0.13142857142857145,0.031000137329101562
ds_0,M02,S5,TabICL,42,0.7780952380952382,0.9117460317460316,0.13365079365079346,0.03099989891052246
ds_0,M02,S5,TabICL,2026,0.806031746031746,0.9485714285714286,0.14253968253968263,0.03199934959411621
ds_0,M03,S1,TabM,13,0.9809523809523808,0.9847619047619047,0.003809523809523929,0.974001407623291
ds_0,M03,S1,TabM,42,0.9403174603174602,0.9771428571428571,0.03682539682539687,0.9960501194000244
ds_0,M03,S1,TabM,2026,0.9587301587301587,0.9644444444444444,0.005714285714285783,0.996999979019165
ds_0,M03,S1,ModernNCA,13,0.9377777777777777,0.9473015873015873,0.009523809523809601,0.09206461906433105
ds_0,M03,S1,ModernNCA,42,0.9377777777777777,0.9473015873015873,0.009523809523809601,0.09328579902648926
ds_0,M03,S1,ModernNCA,2026,0.9377777777777777,0.9473015873015873,0.009523809523809601,0.09502458572387695
ds_0,M03,S1,TabR,13,0.886984126984127,0.9644444444444444,0.07746031746031745,0.06075859069824219
ds_0,M03,S1,TabR,42,0.886984126984127,0.9644444444444444,0.07746031746031745,0.06193709373474121
ds_0,M03,S1,TabR,2026,0.886984126984127,0.9644444444444444,0.07746031746031745,0.061807870864868164
ds_0,M03,S1,TabPFNv2,13,0.5,0.5,0.0,0.0010037422180175781
ds_0,M03,S1,TabPFNv2,42,0.5,0.5,0.0,0.0009996891021728516
ds_0,M03,S1,TabPFNv2,2026,0.5,0.5,0.0,0.001001596450805664
ds_0,M03,S1,TabICL,13,0.8031746031746032,0.8285714285714285,0.025396825396825307,0.03350496292114258
