ds,mech,strength,model,seed,clean_auc,full_auc,inflation,auprc,top5_recall,n_leak,n_legit,strategy,gov_auc,gov_legit_ret,gov_leak_recall
ds_0,M08,S1,catboost,42,0.8923632935260843,0.8973915776241358,0.00502828409805145,0.3333333333333333,1.0,1,15,G1_no_removal,0.8973915776241358,1.0,0.0
ds_0,M08,S1,catboost,42,0.8923632935260843,0.8973915776241358,0.00502828409805145,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.8923632935260843,1.0,1.0
ds_0,M08,S1,catboost,42,0.8923632935260843,0.8973915776241358,0.00502828409805145,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.8898491514770585,0.9333333333333333,1.0
ds_0,M08,S1,lr,42,0.9083909490886236,0.9105908233815211,0.0021998742928974746,0.3333333333333333,1.0,1,15,G1_no_removal,0.9105908233815211,1.0,0.0
ds_0,M08,S1,lr,42,0.9083909490886236,0.9105908233815211,0.0021998742928974746,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.9083909490886236,1.0,1.0
ds_0,M08,S1,lr,42,0.9083909490886236,0.9105908233815211,0.0021998742928974746,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.90901948460088,0.9333333333333333,1.0
ds_0,M08,S3,catboost,42,0.8923632935260843,0.8918918918918919,-0.00047140163419245873,0.0625,0.0,1,15,G1_no_removal,0.8918918918918919,1.0,0.0
ds_0,M08,S3,catboost,42,0.8923632935260843,0.8918918918918919,-0.00047140163419245873,0.0625,0.0,1,15,G2_oracle_remove_all,0.8923632935260843,1.0,1.0
ds_0,M08,S3,catboost,42,0.8923632935260843,0.8918918918918919,-0.00047140163419245873,0.0625,0.0,1,15,G3_fixed_field_budget,0.8898491514770585,0.9333333333333333,1.0
ds_0,M08,S3,lr,42,0.9083909490886236,0.9112193588937776,0.0028284098051539752,0.0625,0.0,1,15,G1_no_removal,0.9112193588937776,1.0,0.0
ds_0,M08,S3,lr,42,0.9083909490886236,0.9112193588937776,0.0028284098051539752,0.0625,0.0,1,15,G2_oracle_remove_all,0.9083909490886236,1.0,1.0
ds_0,M08,S3,lr,42,0.9083909490886236,0.9112193588937776,0.0028284098051539752,0.0625,0.0,1,15,G3_fixed_field_budget,0.90901948460088,0.9333333333333333,1.0
ds_0,M08,S5,catboost,42,0.8923632935260843,0.8851351351351352,-0.0072281583909491465,0.09090909090909091,0.0,1,15,G1_no_removal,0.8851351351351352,1.0,0.0
ds_0,M08,S5,catboost,42,0.8923632935260843,0.8851351351351352,-0.0072281583909491465,0.09090909090909091,0.0,1,15,G2_oracle_remove_all,0.8923632935260843,1.0,1.0
ds_0,M08,S5,catboost,42,0.8923632935260843,0.8851351351351352,-0.0072281583909491465,0.09090909090909091,0.0,1,15,G3_fixed_field_budget,0.8898491514770585,0.9333333333333333,1.0
ds_0,M08,S5,lr,42,0.9083909490886236,0.9110622250157134,0.0026712759270898223,0.09090909090909091,0.0,1,15,G1_no_removal,0.9110622250157134,1.0,0.0
ds_0,M08,S5,lr,42,0.9083909490886236,0.9110622250157134,0.0026712759270898223,0.09090909090909091,0.0,1,15,G2_oracle_remove_all,0.9083909490886236,1.0,1.0
ds_0,M08,S5,lr,42,0.9083909490886236,0.9110622250157134,0.0026712759270898223,0.09090909090909091,0.0,1,15,G3_fixed_field_budget,0.90901948460088,0.9333333333333333,1.0
ds_0,M09,S1,catboost,42,0.8702863401658583,0.8782663120012517,0.007979971835393451,0.0625,0.0,1,15,G1_no_removal,0.8782663120012517,1.0,0.0
ds_0,M09,S1,catboost,42,0.8702863401658583,0.8782663120012517,0.007979971835393451,0.0625,0.0,1,15,G2_oracle_remove_all,0.8702863401658583,1.0,1.0
ds_0,M09,S1,catboost,42,0.8702863401658583,0.8782663120012517,0.007979971835393451,0.0625,0.0,1,15,G3_fixed_field_budget,0.8718510405257393,0.9333333333333333,1.0
ds_0,M09,S1,lr,42,0.8788921921452042,0.8815521827570021,0.002659990611797891,0.0625,0.0,1,15,G1_no_removal,0.8815521827570021,1.0,0.0
ds_0,M09,S1,lr,42,0.8788921921452042,0.8815521827570021,0.002659990611797891,0.0625,0.0,1,15,G2_oracle_remove_all,0.8788921921452042,1.0,1.0
ds_0,M09,S1,lr,42,0.8788921921452042,0.8815521827570021,0.002659990611797891,0.0625,0.0,1,15,G3_fixed_field_budget,0.8801439524331091,0.9333333333333333,1.0
ds_0,M09,S3,catboost,42,0.8702863401658583,0.8956344859959318,0.0253481458300735,0.3333333333333333,1.0,1,15,G1_no_removal,0.8956344859959318,1.0,0.0
ds_0,M09,S3,catboost,42,0.8702863401658583,0.8956344859959318,0.0253481458300735,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.8702863401658583,1.0,1.0
ds_0,M09,S3,catboost,42,0.8702863401658583,0.8956344859959318,0.0253481458300735,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.8718510405257393,0.9333333333333333,1.0
ds_0,M09,S3,lr,42,0.8788921921452042,0.894539195744015,0.01564700359881077,0.3333333333333333,1.0,1,15,G1_no_removal,0.894539195744015,1.0,0.0
ds_0,M09,S3,lr,42,0.8788921921452042,0.894539195744015,0.01564700359881077,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.8788921921452042,1.0,1.0
ds_0,M09,S3,lr,42,0.8788921921452042,0.894539195744015,0.01564700359881077,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.8801439524331091,0.9333333333333333,1.0
ds_0,M09,S5,catboost,42,0.8702863401658583,0.9108120794867782,0.04052573932091996,0.3333333333333333,1.0,1,15,G1_no_removal,0.9108120794867782,1.0,0.0
ds_0,M09,S5,catboost,42,0.8702863401658583,0.9108120794867782,0.04052573932091996,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.8702863401658583,1.0,1.0
ds_0,M09,S5,catboost,42,0.8702863401658583,0.9108120794867782,0.04052573932091996,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.8718510405257393,0.9333333333333333,1.0
ds_0,M09,S5,lr,42,0.8788921921452042,0.9043968080112659,0.025504615866061675,0.3333333333333333,1.0,1,15,G1_no_removal,0.9043968080112659,1.0,0.0
ds_0,M09,S5,lr,42,0.8788921921452042,0.9043968080112659,0.025504615866061675,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.8788921921452042,1.0,1.0
ds_0,M09,S5,lr,42,0.8788921921452042,0.9043968080112659,0.025504615866061675,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.8801439524331091,0.9333333333333333,1.0
ds_0,M10,S1,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_0,M10,S1,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G2_oracle_remove_all,0.8964646464646464,1.0,1.0
ds_0,M10,S1,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G3_fixed_field_budget,0.8866792929292929,0.9375,1.0
ds_0,M10,S1,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_0,M10,S1,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G2_oracle_remove_all,0.9024621212121212,1.0,1.0
ds_0,M10,S1,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G3_fixed_field_budget,0.906881313131313,0.9375,1.0
ds_0,M10,S3,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_0,M10,S3,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G2_oracle_remove_all,0.8964646464646464,1.0,1.0
ds_0,M10,S3,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G3_fixed_field_budget,0.8866792929292929,0.9375,1.0
ds_0,M10,S3,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_0,M10,S3,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G2_oracle_remove_all,0.9024621212121212,1.0,1.0
ds_0,M10,S3,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G3_fixed_field_budget,0.906881313131313,0.9375,1.0
ds_0,M10,S5,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_0,M10,S5,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G2_oracle_remove_all,0.8964646464646464,1.0,1.0
ds_0,M10,S5,catboost,42,0.8964646464646464,1.0,0.10353535353535359,1.0,1.0,1,16,G3_fixed_field_budget,0.8866792929292929,0.9375,1.0
ds_0,M10,S5,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_0,M10,S5,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G2_oracle_remove_all,0.9024621212121212,1.0,1.0
ds_0,M10,S5,lr,42,0.9024621212121212,1.0,0.09753787878787878,1.0,1.0,1,16,G3_fixed_field_budget,0.906881313131313,0.9375,1.0
ds_1,M08,S1,catboost,42,0.90921875,0.9173437499999999,0.008124999999999938,0.0625,0.0,1,15,G1_no_removal,0.9173437499999999,1.0,0.0
ds_1,M08,S1,catboost,42,0.90921875,0.9173437499999999,0.008124999999999938,0.0625,0.0,1,15,G2_oracle_remove_all,0.90921875,1.0,1.0
ds_1,M08,S1,catboost,42,0.90921875,0.9173437499999999,0.008124999999999938,0.0625,0.0,1,15,G3_fixed_field_budget,0.8921875,0.9333333333333333,1.0
ds_1,M08,S1,lr,42,0.9096875,0.9096875,0.0,0.0625,0.0,1,15,G1_no_removal,0.9096875,1.0,0.0
ds_1,M08,S1,lr,42,0.9096875,0.9096875,0.0,0.0625,0.0,1,15,G2_oracle_remove_all,0.9096875,1.0,1.0
ds_1,M08,S1,lr,42,0.9096875,0.9096875,0.0,0.0625,0.0,1,15,G3_fixed_field_budget,0.9107812500000001,0.9333333333333333,1.0
ds_1,M08,S3,catboost,42,0.90921875,0.9190625000000001,0.009843750000000151,0.16666666666666666,0.0,1,15,G1_no_removal,0.9190625000000001,1.0,0.0
ds_1,M08,S3,catboost,42,0.90921875,0.9190625000000001,0.009843750000000151,0.16666666666666666,0.0,1,15,G2_oracle_remove_all,0.90921875,1.0,1.0
ds_1,M08,S3,catboost,42,0.90921875,0.9190625000000001,0.009843750000000151,0.16666666666666666,0.0,1,15,G3_fixed_field_budget,0.8921875,0.9333333333333333,1.0
ds_1,M08,S3,lr,42,0.9096875,0.9109375000000001,0.0012500000000000844,0.16666666666666666,0.0,1,15,G1_no_removal,0.9109375000000001,1.0,0.0
ds_1,M08,S3,lr,42,0.9096875,0.9109375000000001,0.0012500000000000844,0.16666666666666666,0.0,1,15,G2_oracle_remove_all,0.9096875,1.0,1.0
ds_1,M08,S3,lr,42,0.9096875,0.9109375000000001,0.0012500000000000844,0.16666666666666666,0.0,1,15,G3_fixed_field_budget,0.9107812500000001,0.9333333333333333,1.0
ds_1,M08,S5,catboost,42,0.90921875,0.9143749999999999,0.005156249999999973,0.0625,0.0,1,15,G1_no_removal,0.9143749999999999,1.0,0.0
ds_1,M08,S5,catboost,42,0.90921875,0.9143749999999999,0.005156249999999973,0.0625,0.0,1,15,G2_oracle_remove_all,0.90921875,1.0,1.0
ds_1,M08,S5,catboost,42,0.90921875,0.9143749999999999,0.005156249999999973,0.0625,0.0,1,15,G3_fixed_field_budget,0.8921875,0.9333333333333333,1.0
ds_1,M08,S5,lr,42,0.9096875,0.91140625,0.0017187499999999911,0.0625,0.0,1,15,G1_no_removal,0.91140625,1.0,0.0
ds_1,M08,S5,lr,42,0.9096875,0.91140625,0.0017187499999999911,0.0625,0.0,1,15,G2_oracle_remove_all,0.9096875,1.0,1.0
ds_1,M08,S5,lr,42,0.9096875,0.91140625,0.0017187499999999911,0.0625,0.0,1,15,G3_fixed_field_budget,0.9107812500000001,0.9333333333333333,1.0
ds_1,M09,S1,catboost,42,0.8943827257080269,0.8954780159599437,0.0010952902519167917,0.1111111111111111,0.0,1,15,G1_no_removal,0.8954780159599437,1.0,0.0
ds_1,M09,S1,catboost,42,0.8943827257080269,0.8954780159599437,0.0010952902519167917,0.1111111111111111,0.0,1,15,G2_oracle_remove_all,0.8943827257080269,1.0,1.0
ds_1,M09,S1,catboost,42,0.8943827257080269,0.8954780159599437,0.0010952902519167917,0.1111111111111111,0.0,1,15,G3_fixed_field_budget,0.8890627444844312,0.9333333333333333,1.0
ds_1,M09,S1,lr,42,0.9100297293068377,0.9098732592708496,-0.00015647003598806553,0.1111111111111111,0.0,1,15,G1_no_removal,0.9098732592708496,1.0,0.0
ds_1,M09,S1,lr,42,0.9100297293068377,0.9098732592708496,-0.00015647003598806553,0.1111111111111111,0.0,1,15,G2_oracle_remove_all,0.9100297293068377,1.0,1.0
ds_1,M09,S1,lr,42,0.9100297293068377,0.9098732592708496,-0.00015647003598806553,0.1111111111111111,0.0,1,15,G3_fixed_field_budget,0.9101861993428259,0.9333333333333333,1.0
ds_1,M09,S3,catboost,42,0.8943827257080269,0.9103426693788139,0.015959943670787013,0.3333333333333333,1.0,1,15,G1_no_removal,0.9103426693788139,1.0,0.0
ds_1,M09,S3,catboost,42,0.8943827257080269,0.9103426693788139,0.015959943670787013,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.8943827257080269,1.0,1.0
ds_1,M09,S3,catboost,42,0.8943827257080269,0.9103426693788139,0.015959943670787013,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.8890627444844312,0.9333333333333333,1.0
ds_1,M09,S3,lr,42,0.9100297293068377,0.9136285401345642,0.0035988108277265063,0.3333333333333333,1.0,1,15,G1_no_removal,0.9136285401345642,1.0,0.0
ds_1,M09,S3,lr,42,0.9100297293068377,0.9136285401345642,0.0035988108277265063,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.9100297293068377,1.0,1.0
ds_1,M09,S3,lr,42,0.9100297293068377,0.9136285401345642,0.0035988108277265063,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.9101861993428259,0.9333333333333333,1.0
ds_1,M09,S5,catboost,42,0.8943827257080269,0.9192614614301361,0.02487873572210919,0.3333333333333333,1.0,1,15,G1_no_removal,0.9192614614301361,1.0,0.0
ds_1,M09,S5,catboost,42,0.8943827257080269,0.9192614614301361,0.02487873572210919,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.8943827257080269,1.0,1.0
ds_1,M09,S5,catboost,42,0.8943827257080269,0.9192614614301361,0.02487873572210919,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.8890627444844312,0.9333333333333333,1.0
ds_1,M09,S5,lr,42,0.9100297293068377,0.9134720700985761,0.0034423407917384408,0.3333333333333333,1.0,1,15,G1_no_removal,0.9134720700985761,1.0,0.0
ds_1,M09,S5,lr,42,0.9100297293068377,0.9134720700985761,0.0034423407917384408,0.3333333333333333,1.0,1,15,G2_oracle_remove_all,0.9100297293068377,1.0,1.0
ds_1,M09,S5,lr,42,0.9100297293068377,0.9134720700985761,0.0034423407917384408,0.3333333333333333,1.0,1,15,G3_fixed_field_budget,0.9101861993428259,0.9333333333333333,1.0
ds_1,M10,S1,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G1_no_removal,0.9996091307066917,1.0,0.0
ds_1,M10,S1,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G2_oracle_remove_all,0.886647904940588,1.0,1.0
ds_1,M10,S1,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G3_fixed_field_budget,0.8899312070043778,0.9375,1.0
ds_1,M10,S1,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_1,M10,S1,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G2_oracle_remove_all,0.91776110068793,1.0,1.0
ds_1,M10,S1,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G3_fixed_field_budget,0.9191682301438399,0.9375,1.0
ds_1,M10,S3,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G1_no_removal,0.9996091307066917,1.0,0.0
ds_1,M10,S3,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G2_oracle_remove_all,0.886647904940588,1.0,1.0
ds_1,M10,S3,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G3_fixed_field_budget,0.8899312070043778,0.9375,1.0
ds_1,M10,S3,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_1,M10,S3,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G2_oracle_remove_all,0.91776110068793,1.0,1.0
ds_1,M10,S3,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G3_fixed_field_budget,0.9191682301438399,0.9375,1.0
ds_1,M10,S5,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G1_no_removal,0.9996091307066917,1.0,0.0
ds_1,M10,S5,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G2_oracle_remove_all,0.886647904940588,1.0,1.0
ds_1,M10,S5,catboost,42,0.886647904940588,0.9996091307066917,0.11296122576610368,1.0,1.0,1,16,G3_fixed_field_budget,0.8899312070043778,0.9375,1.0
ds_1,M10,S5,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_1,M10,S5,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G2_oracle_remove_all,0.91776110068793,1.0,1.0
ds_1,M10,S5,lr,42,0.91776110068793,1.0,0.08223889931206996,1.0,1.0,1,16,G3_fixed_field_budget,0.9191682301438399,0.9375,1.0
ds_2,M08,S1,catboost,42,0.8914097950242528,0.885776873728681,-0.005632921295571802,0.1111111111111111,0.0,1,15,G1_no_removal,0.885776873728681,1.0,0.0
ds_2,M08,S1,catboost,42,0.8914097950242528,0.885776873728681,-0.005632921295571802,0.1111111111111111,0.0,1,15,G2_oracle_remove_all,0.8914097950242528,1.0,1.0
ds_2,M08,S1,catboost,42,0.8914097950242528,0.885776873728681,-0.005632921295571802,0.1111111111111111,0.0,1,15,G3_fixed_field_budget,0.8821780629009545,0.9333333333333333,1.0
ds_2,M08,S1,lr,42,0.9111250195587545,0.9108120794867782,-0.0003129400719762421,0.1111111111111111,0.0,1,15,G1_no_removal,0.9108120794867782,1.0,0.0
ds_2,M08,S1,lr,42,0.9111250195587545,0.9108120794867782,-0.0003129400719762421,0.1111111111111111,0.0,1,15,G2_oracle_remove_all,0.9111250195587545,1.0,1.0
ds_2,M08,S1,lr,42,0.9111250195587545,0.9108120794867782,-0.0003129400719762421,0.1111111111111111,0.0,1,15,G3_fixed_field_budget,0.9104991394148021,0.9333333333333333,1.0
ds_2,M08,S3,catboost,42,0.8914097950242528,0.8853074636207167,-0.00610233140353611,0.0625,0.0,1,15,G1_no_removal,0.8853074636207167,1.0,0.0
ds_2,M08,S3,catboost,42,0.8914097950242528,0.8853074636207167,-0.00610233140353611,0.0625,0.0,1,15,G2_oracle_remove_all,0.8914097950242528,1.0,1.0
ds_2,M08,S3,catboost,42,0.8914097950242528,0.8853074636207167,-0.00610233140353611,0.0625,0.0,1,15,G3_fixed_field_budget,0.8821780629009545,0.9333333333333333,1.0
ds_2,M08,S3,lr,42,0.9111250195587545,0.9109685495227664,-0.00015647003598806553,0.0625,0.0,1,15,G1_no_removal,0.9109685495227664,1.0,0.0
ds_2,M08,S3,lr,42,0.9111250195587545,0.9109685495227664,-0.00015647003598806553,0.0625,0.0,1,15,G2_oracle_remove_all,0.9111250195587545,1.0,1.0
ds_2,M08,S3,lr,42,0.9111250195587545,0.9109685495227664,-0.00015647003598806553,0.0625,0.0,1,15,G3_fixed_field_budget,0.9104991394148021,0.9333333333333333,1.0
ds_2,M08,S5,catboost,42,0.8914097950242528,0.8832733531528711,-0.008136441871381628,0.0625,0.0,1,15,G1_no_removal,0.8832733531528711,1.0,0.0
ds_2,M08,S5,catboost,42,0.8914097950242528,0.8832733531528711,-0.008136441871381628,0.0625,0.0,1,15,G2_oracle_remove_all,0.8914097950242528,1.0,1.0
ds_2,M08,S5,catboost,42,0.8914097950242528,0.8832733531528711,-0.008136441871381628,0.0625,0.0,1,15,G3_fixed_field_budget,0.8821780629009545,0.9333333333333333,1.0
ds_2,M08,S5,lr,42,0.9111250195587545,0.9109685495227664,-0.00015647003598806553,0.0625,0.0,1,15,G1_no_removal,0.9109685495227664,1.0,0.0
ds_2,M08,S5,lr,42,0.9111250195587545,0.9109685495227664,-0.00015647003598806553,0.0625,0.0,1,15,G2_oracle_remove_all,0.9111250195587545,1.0,1.0
ds_2,M08,S5,lr,42,0.9111250195587545,0.9109685495227664,-0.00015647003598806553,0.0625,0.0,1,15,G3_fixed_field_budget,0.9104991394148021,0.9333333333333333,1.0
ds_2,M09,S1,catboost,42,0.8771106941838649,0.8797686053783615,0.002657911194496654,0.0625,0.0,1,15,G1_no_removal,0.8797686053783615,1.0,0.0
ds_2,M09,S1,catboost,42,0.8771106941838649,0.8797686053783615,0.002657911194496654,0.0625,0.0,1,15,G2_oracle_remove_all,0.8771106941838649,1.0,1.0
ds_2,M09,S1,catboost,42,0.8771106941838649,0.8797686053783615,0.002657911194496654,0.0625,0.0,1,15,G3_fixed_field_budget,0.8800813008130082,0.9333333333333333,1.0
ds_2,M09,S1,lr,42,0.9135397123202001,0.9135397123202001,0.0,0.0625,0.0,1,15,G1_no_removal,0.9135397123202001,1.0,0.0
ds_2,M09,S1,lr,42,0.9135397123202001,0.9135397123202001,0.0,0.0625,0.0,1,15,G2_oracle_remove_all,0.9135397123202001,1.0,1.0
ds_2,M09,S1,lr,42,0.9135397123202001,0.9135397123202001,0.0,0.0625,0.0,1,15,G3_fixed_field_budget,0.9119762351469668,0.9333333333333333,1.0
ds_2,M09,S3,catboost,42,0.8771106941838649,0.891963727329581,0.014853033145716066,0.0625,0.0,1,15,G1_no_removal,0.891963727329581,1.0,0.0
ds_2,M09,S3,catboost,42,0.8771106941838649,0.891963727329581,0.014853033145716066,0.0625,0.0,1,15,G2_oracle_remove_all,0.8771106941838649,1.0,1.0
ds_2,M09,S3,catboost,42,0.8771106941838649,0.891963727329581,0.014853033145716066,0.0625,0.0,1,15,G3_fixed_field_budget,0.8800813008130082,0.9333333333333333,1.0
ds_2,M09,S3,lr,42,0.9135397123202001,0.9180737961225767,0.004534083802376521,0.0625,0.0,1,15,G1_no_removal,0.9180737961225767,1.0,0.0
ds_2,M09,S3,lr,42,0.9135397123202001,0.9180737961225767,0.004534083802376521,0.0625,0.0,1,15,G2_oracle_remove_all,0.9135397123202001,1.0,1.0
ds_2,M09,S3,lr,42,0.9135397123202001,0.9180737961225767,0.004534083802376521,0.0625,0.0,1,15,G3_fixed_field_budget,0.9119762351469668,0.9333333333333333,1.0
ds_2,M09,S5,catboost,42,0.8771106941838649,0.897279549718574,0.02016885553470915,0.2,1.0,1,15,G1_no_removal,0.897279549718574,1.0,0.0
ds_2,M09,S5,catboost,42,0.8771106941838649,0.897279549718574,0.02016885553470915,0.2,1.0,1,15,G2_oracle_remove_all,0.8771106941838649,1.0,1.0
ds_2,M09,S5,catboost,42,0.8771106941838649,0.897279549718574,0.02016885553470915,0.2,1.0,1,15,G3_fixed_field_budget,0.8800813008130082,0.9333333333333333,1.0
ds_2,M09,S5,lr,42,0.9135397123202001,0.9188555347091933,0.005315822388993197,0.2,1.0,1,15,G1_no_removal,0.9188555347091933,1.0,0.0
ds_2,M09,S5,lr,42,0.9135397123202001,0.9188555347091933,0.005315822388993197,0.2,1.0,1,15,G2_oracle_remove_all,0.9135397123202001,1.0,1.0
ds_2,M09,S5,lr,42,0.9135397123202001,0.9188555347091933,0.005315822388993197,0.2,1.0,1,15,G3_fixed_field_budget,0.9119762351469668,0.9333333333333333,1.0
ds_2,M10,S1,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G1_no_removal,1.0,1.0,0.0
ds_2,M10,S1,catboost,42,0.8855298378208157,1.0,0.11447016217918426,1.0,1.0,1,16,G2_oracle_remove_all,0.8855298378208157,1.0,1.0
