run_id,task,training_seed,governance_seed,policy,budget_fraction,budget_k,status,failure_reason,strict_auc,full_auc,governed_auc,initial_gap,strict_distance_reduction,removed_count,removed_leak_count,leak_recall,legit_retention,selection_mask_hash,source_sha256,preprocessing_mapping_sha256
91d0f69f3b7f2845a849,BankMarketing,13,-1,P3_blind_mi,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.4220271030310401,0.09481134422079301,0.09025106889280121,4,1,1.0,0.8421052631578947,cc06d89feb09ce0cd96c3f2e68536423805b9ae2c5271bf0473a8d1e99dd555f,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
edb57af73b9067ebcf77,BankMarketing,13,2026071700,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.7298566909787383,0.09481134422079301,-0.2084579683989134,4,0,0.0,0.7894736842105263,d15397ef354f2d26cd2123748358e5a4ba865f6c55305b7b2521544e59dc2922,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
d1825848458c4d384622,BankMarketing,13,2026071701,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.31452125763149386,0.09481134422079301,-0.017254776506745007,4,1,1.0,0.8421052631578947,d3057d853417acb5b1d0820e906fa864ec1e2250309ac90200625d761305a510,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
6ee336c91761192b56be,BankMarketing,13,2026071702,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.3476701315283992,0.09481134422079301,0.015894097390160344,4,0,0.0,0.7894736842105263,3ed42c3dc84ee09f3731a6fd8653cf6f5e28866dd9d7ce8bb49788e7ee0de2ca,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
ea24e031690d5c22a54d,BankMarketing,13,2026071703,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.5298784903115612,0.09481134422079301,-0.00847976773173631,4,0,0.0,0.7894736842105263,dfcc8c1f3c25be68e989e3d19f23015e0a86ce03c716a104680572d5caae8ccd,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
f0481f37e62a830f155a,BankMarketing,13,2026071704,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.6916444988295382,0.09481134422079301,-0.17024577624971327,4,0,0.0,0.7894736842105263,bcbbb6e01e099766590a35e1ca52cacabc50f7cb7ec293c86df69c1299c0471c,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
b273d4516d2dede844a2,BankMarketing,13,2026071705,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.4221103965198454,0.09481134422079301,0.09033436238160653,4,1,1.0,0.8421052631578947,ac6a683856e4c945182690182c0c46c4f11148da2f52cf374d8734cb8106412c,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
cec92a494d836e2f32d8,BankMarketing,13,2026071706,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.5376320742462475,0.09481134422079301,-0.01623335166642259,4,0,0.0,0.7894736842105263,848cad06cf4c3beb36f7e70ce082effa6c8f5ab39df3d9eb7d4edfbdd013020f,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
9d902325943c388fd5a3,BankMarketing,13,2026071707,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.5362727079262511,0.09481134422079301,-0.014873985346426255,4,0,0.0,0.7894736842105263,def244c0cfcdaf2d7bc631c70eba30d77dacd771276f3345806543ba54323663,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
20c478291768f7b2b66b,BankMarketing,13,2026071708,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.5373835411236987,0.09481134422079301,-0.01598481854387379,4,0,0.0,0.7894736842105263,4beb2db874605e867718a5ab41467cd2ca658ecf35cb96843d0f11a9ef0faace,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
d4d8b5112669e4531602,BankMarketing,13,2026071709,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.35513932226530653,0.09481134422079301,0.023363288127067672,4,1,1.0,0.8421052631578947,4e7e6139907343dc022579eda235461b6d2a8a027089c84200ddffa5d8a7bbe3,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
74e7aed0e33050a80bf1,BankMarketing,13,2026071710,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.5201707395605033,0.09481134422079301,0.001227983019321588,4,0,0.0,0.7894736842105263,1e6891284d302c5a1bbf248a578cd2c8230020904e85c449a9a3ed20c643de86,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
7d85f70e32099fda4075,BankMarketing,13,2026071711,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.5300358877130531,0.09481134422079301,-0.008637165133228208,4,0,0.0,0.7894736842105263,18cb86ebdf9fdebd7603447ec2eaf59cccb20ad3864801dde431f38bfd53c097,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
baf68f497c3f87a00448,BankMarketing,13,2026071712,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.5207794280628927,0.09481134422079301,0.0006192945169322117,4,0,0.0,0.7894736842105263,ba29eb224239c48ba24b0c37f82ebb897ff8fe6fc6998687e31f712efb783a13,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
8f9712fe06b6571c9a52,BankMarketing,13,2026071713,P2_random,0.2,4,SUCCESS,,0.4265873783590319,0.5213987225798249,0.5238243561078207,0.09481134422079301,-0.002425633527995852,4,0,0.0,0.7894736842105263,8c45ac9831bf4c938883b8cdb55868988f2101c7e9118435a14a19822180359b,74adfc578bf77a7ff4bb1ba4a9f8709d9e3c6907342959c2c8416847e0afb4d8,cd7cbb94ce50f432037b0d0c67ba800925818db41c25322d2332f49c1b234d65
